合生霄云路8号,朝阳-三元桥-霄云路8号,116.482171,39.968768,122200,↓0.04%,881,437,暂无数据,8.00元/平米/月,700000m²,1000户,2013年,待定,暂无数据,80%(高),北京新京润房地产有限公司,合生华府酒店管理有限公司,
远洋公馆,朝阳-三元桥-霄云路,116.467869,39.96491,84629,↓1.47%,20,243,暂无数据,7.80元/平米/月,52000m²,246户,2000年,592,3.8,30%(一般),北京林达华夏房地产开发有限公司,中远酒店物业管理有限公司,
霞光里小区,朝阳-三元桥-霄云路,116.468683,39.96522,70949,↓0.52%,148,255,普通住宅,1.00元/平米/月,暂无数据,暂无数据,2004年,99,1.75,30%(一般),世纪润通房地产开发公司,北京岳安物业管理有限责任公司,
国际港,朝阳-三元桥-东三环北路戊2号,116.464961,39.964294,73673,↑1.21%,79,367,暂无数据,3.24元/平米/月,暂无数据,暂无数据,2001年,暂无数据,暂无数据,35%(一般),北京华煦物业有限公司,北京玖玖港龙物业管理有限公司,
远洋新干线,朝阳-三元桥-霄云路,116.466538,39.963614,80919,↓0.40%,261,614,暂无数据,3.80元/平米/月,暂无数据,暂无数据,2005年,暂无数据,3.99,31%(一般),北京林达华夏房地产开发有限公司,中远酒店物业,
华远九都汇,朝阳-三元桥-麦子店西路9号,116.473766,39.962697,84535,↓0.83%,148,464,暂无数据,7.00元/平米/月,100415m²,474户,2010年,300,4.49,25%(一般),北京金秋莱太房地产开发有限公司,北京圣瑞物业管理有限公司,
三元国际公寓,朝阳-三元桥-东三环北路,116.466151,39.964032,81073,↓26.90%,11,13,暂无数据,4.50元/平米/月,21000m²,159户,2010年,318,4.2,30%(一般),北京北亚华欣置业有限公司,鼎铭物业管理有限公司,
时间国际中心,朝阳-三元桥-曙光西里甲6号,116.456416,39.968885,74696,↑12.22%,46,119,公寓,3.80元/平米/月,56074m²,2065户,2005年,地下一二层车库800个，二期商务189户,2.69,30%(一般),北京颐德房地产开发有限公司,北京乐康物业管理有限公司,
嘉和丽园公寓,朝阳-三元桥-霄云路32号,116.471879,39.963324,77481,↓2.53%,124,117,暂无数据,6.90元/平米/月,87000m²,600户,2001年,600,1,30%(一般),北京富阳物业发展有限公司,北京建国物业管理有限公司,
京润水上花园,朝阳-三元桥-霄云路18号,116.477043,39.966158,133444,↓10.75%,474,326,暂无数据,暂无数据,34300m²,380户,2001年,800,0.8,40%(高),北京京润房地产有限公司,暂无数据,
US联邦公寓,朝阳-三元桥-宵云路,116.47033,39.960857,76727,↓0.53%,112,316,暂无数据,7.80元/平米/月,76125m²,293户,2006年,293,3.2,30%(一般),北京昊岳房地产开发有限公司,北京达尔文国际酒店物业管理有限公司,
亮马桥外交公寓C区,朝阳-三元桥-东方东路,116.472395,39.961374,54475,↓4.09%,0,0,暂无数据,3.00元/平米/月,暂无数据,暂无数据,暂无数据,暂无数据,暂无数据,34%(一般),暂无数据,暂无数据,
橡树公馆,朝阳-三元桥-霞光里66号,116.465679,39.9635,80000,——,0,0,暂无数据,5.80元/平米/月,暂无数据,暂无数据,2012年,暂无数据,4,35%(一般),远洋房产,上海扬实远新物业有限公司,
亮马桥路59号院,朝阳-三元桥-亮马桥路,116.482257,39.961252,73500,↑7.46%,0,2,暂无数据,暂无数据,暂无数据,暂无数据,暂无数据,暂无数据,暂无数据,暂无数据,暂无数据,暂无数据,
东方东路小区,朝阳-三元桥-东方东路,116.470336,39.959798,67349,↑5.12%,8,15,暂无数据,0.50元/平米/月,801m²,210户,1994年,75,1.2,30%(一般),北京城建三房地产开发有限公司,业主自管,
北京花园,朝阳-三元桥-安家楼38号,116.481126,39.961883,120408,↓0.02%,116,181,暂无数据,暂无数据,暂无数据,暂无数据,暂无数据,暂无数据,暂无数据,暂无数据,暂无数据,暂无数据,
国际友谊花园,朝阳-三元桥-左家庄路甲2号,116.454421,39.962652,67145,——,0,0,暂无数据,5.45元/平米/月,75000m²,998户,1997年,地上地下停车位,3,35%(一般),香港香江国际集团有限公司,达文国际物业有限公司,
东直门新源西里,朝阳-三元桥-望京北路39号,116.454549,39.956214,79219,——,0,0,公寓,2.50元/平米/月,暂无数据,2998户,2005年,2998,暂无数据,30%(一般),世纪润通开发有限公司,博雅物业,
新源街,朝阳-三元桥-朝阳三元桥东桥向西500米,116.46161381746,39.956730675101,75925,——,0,0,普通住宅,0.50元/平米.月,120000m²,1300户,1990年,150元/月,1.8,30%(一般),左家庄房管所,左家庄房管所,
新源西里中街2号小区,朝阳-三元桥-新源西里中街,116.452825,39.955416,86274,——,0,0,公寓,1.10元/平米/月,25000m²,1000户,1985年,充足,2,30%(一般),北京市房地局开发有限公司,暂无数据,
新源西里东街,朝阳-三元桥-京城大厦附近,116.45337677002,39.9537696838379,73275,——,0,0,普通住宅,0-1,43000m²,980户,1990年,150/月,2.1,25%(一般),国家福利分房,各单位自行管理,
三源里街,朝阳-三元桥-三元桥三源里街,116.460201,39.958683,70400,——,0,1,暂无数据,暂无数据,暂无数据,暂无数据,暂无数据,暂无数据,暂无数据,暂无数据,暂无数据,暂无数据,
亮马桥路56号院,朝阳-三元桥-亮马桥路56号,116.481313,39.960278,109500,↓0.27%,0,4,暂无数据,暂无数据,暂无数据,暂无数据,2000年,暂无数据,暂无数据,暂无数据,暂无数据,暂无数据,
亮马桥外交公寓A区,朝阳-三元桥-东方东路,116.471996,39.957037,62924,——,0,7,暂无数据,2.35元/平米/月,暂无数据,暂无数据,暂无数据,暂无数据,暂无数据,34%(一般),暂无数据,暂无数据,
亮马桥外交公寓B区,朝阳-三元桥-东方东路,116.46975,39.957763,54475,↓4.09%,0,0,暂无数据,3.10元/平米/月,暂无数据,暂无数据,暂无数据,暂无数据,暂无数据,34%(一般),暂无数据,暂无数据,
