兴隆家园南区,朝阳-高碑店-高碑店北路,116.530897,39.917302,66095,——,33,135,暂无数据,0.55元/平米/月,600000m²,5236户,2004年,地上地下均可,2.1,35%(一般),北京天翌房地产开发有限责任公司,北京天翌物业管理有限公司,
美丽亚洲假日花园,朝阳-高碑店-兴隆西街8号,116.533638,39.920719,54961,↓3.38%,12,20,暂无数据,1.65元/平米/月,150000m²,500户,1999年,300,2.32,46%(高),暂无数据,北京中原物业有限公司,
康家园西社区,朝阳-高碑店-高碑店北路,116.525442,39.918588,64260,↓0.52%,102,126,暂无数据,0.55元/平米/月,暂无数据,暂无数据,暂无数据,暂无数据,暂无数据,40%(高),北京通衢房地产开发有限责任公司,北京市御东物业管理中心,
白领家园,朝阳-高碑店-高碑店北路甲6号,116.527575,39.916983,65078,↓3.51%,28,76,暂无数据,2.00元/平米/月,90000m²,766户,2004年,地上230
甘露园南里一区,朝阳-高碑店-朝阳路,116.519474,39.921353,62805,↓0.03%,41,194,暂无数据,0.50元/平米/月,3660m²,2016户,2015年,300,暂无数据,30%(一般),北京金隅嘉业房地产开发有限公司,北京岳安物业管理有限责任公司,
甘露园南里二区,朝阳-高碑店-朝阳路,116.523813,39.921782,59435,↓3.62%,116,190,暂无数据,0.50元/平米/月,150000m²,2237户,1995年,300,暂无数据,30%(一般),北京通衢房地产开发有限责任公司,北京岳安物业管理有限责任公司,
兴隆家园北区,朝阳-高碑店-高碑店北路,116.530862,39.920754,64999,↓1.75%,202,187,暂无数据,0.55元/平米/月,600000m²,4100户,1998年,2：1,2.1,35%(一般),北京天翌房地产开发有限责任公司,北京天翌物业管理有限公司,
甘露晴苑,朝阳-高碑店-朝阳路,116.526973,39.922558,62556,↓0.58%,9,34,暂无数据,1.63元/平米/月,60000m²,700户,2001年,250元/
都市经典家园,朝阳-高碑店-甘露园19号,116.527288,39.920207,63026,↓5.63%,23,60,暂无数据,2.88元/平米/月,80000m²,645户,2003年,500,3,30%(一般),北京君合百年房地产开发有限公司,北京太月物业管理有限责任公司,
丽景馨居,朝阳-高碑店-朝阳路,116.526184,39.922179,56765,↓5.10%,17,28,暂无数据,1.64元/平米/月,60000m²,704户,2000年,150元/月,2.2,35%(一般),北京市公交房地产开发公司,北京世纪洁龙物业管理有限公司,
甘露园1号院,朝阳-高碑店-青年路,116.517673,39.922708,84065,↑0.02%,0,0,公寓,1.90元/平米/月,230000m²,1600户,2003年,954,3.4,36%(一般),北京华森房地产开发有限公司,北京均豪物业管理有限责任公司,
甘露园小区,朝阳-高碑店-朝阳路,116.522593,39.919665,82710,↑0.02%,0,0,公寓,0.50元/平米/月,30000m²,1600户,1990年,954,3.2,30%(一般),北京华森房地产开发有限公司,北京均豪物业管理股份有限公司,
高碑店新村北里,朝阳-高碑店-高碑店路,116.533106,39.910892,27014,——,0,12,暂无数据,4.50元/平米/月,暂无数据,暂无数据,暂无数据,暂无数据,暂无数据,暂无数据,暂无数据,暂无数据,
高碑店东区,朝阳-高碑店-惠河南街,116.542995,39.911895,21383,——,0,9,暂无数据,1.50元/平米/月,暂无数据,暂无数据,1993年,暂无数据,暂无数据,暂无数据,北京东方鸿铭房地产开发有限公司,北京澳西物业管理有限公司,
陶家湾小区,朝阳-高碑店-惠河南街,116.548953,39.911356,62000,↓0.48%,0,56,暂无数据,暂无数据,暂无数据,暂无数据,暂无数据,暂无数据,暂无数据,40%(高),暂无数据,暂无数据,
半壁店甲1号院,朝阳-高碑店-双槐树路,116.526074,39.902941,28631,——,0,0,暂无数据,暂无数据,暂无数据,暂无数据,1989年,暂无数据,暂无数据,暂无数据,北京津华通达房地产开发有限公司,业主自管,
广百西路18号院,朝阳-高碑店-广百西路,116.51444,39.90031,49375,↓2.81%,0,18,暂无数据,2.85元/平米/月,暂无数据,暂无数据,暂无数据,暂无数据,暂无数据,暂无数据,暂无数据,北京首华物业管理有限公司,
民航医院宿舍,朝阳-高碑店-朝外高井甲1号,116.536076,39.92071,56122,↑4.62%,0,0,暂无数据,暂无数据,暂无数据,暂无数据,暂无数据,暂无数据,暂无数据,暂无数据,暂无数据,暂无数据,
长安府,朝阳-高碑店-兴隆中街,116.534499,39.919464,128205,↓22.68%,1,0,暂无数据,15.80元/平米/月,暂无数据,暂无数据,2014年,暂无数据,0.59,51%(高),北京鑫农源房地产开发有限公司,中远酒店物业管理有限公司,
高碑店村5号院,朝阳-高碑店-惠河南街,116.536789,39.912464,66666,↑21.09%,5,45,暂无数据,1.92元/平米/月,600000m²,暂无数据,2002年,２：１,1.6,35%(一般),北京天翌房地产开发有限责任公司,北京天翌物业管理公司,
